Location,Region,District,Street,Price,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Achapnyak, G 1 dis.",Yerevan, Achapnyak, G 1 dis.,1350.0,762,350,4,2,2,Stone,2.8,Newly repaired,27.01.2022,27.01.2022,08.05.2022,40.2199708,44.4359685,"103/3, Սիլիկյան թաղամաս 7-րդ փողոց, Սիլիկյան թաղամաս, Աջափնյակ, Երևան, 0029, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-rent/G+1+dis./Achapnyak/Yerevan/118364,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Nor Norq, Bagrevand district",Yerevan, Nor Norq, Bagrevand district,2000.0,667,1000,5,2,3,Stone,3.0,Newly repaired,24.01.2022,24.01.2022,08.05.2022,40.2035076,44.5810221,"70, Բագրևանդի փողոց, Բագրևանդ, Նոր Նորքի 2-րդ զանգված, Նոր Նորք, Երևան, 0067, Հայաստան","Heating,Water,water24/7,Electricity,Hotwater,Gas","Equipment,Furniture",https://myrealty.am/en/house-for-rent/Bagrevand+district/Nor+Norq/Yerevan/118266,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Erebuni, Burnazyan St",Yerevan, Erebuni, Burnazyan St,1500.0,590,600,4,1,2,Monolit,3.0,Newly repaired,13.01.2022,13.01.2022,08.05.2022,40.1537374,44.5140249,"74, Բուռնազյան փողոց, Էրեբունի, Երևան, 0008, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/new-build-house-for-rent/Burnazyan+St/Erebuni/Yerevan/117885,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,2290.0,721,253,7,2,3,Monolit,3.0,Good,07.01.2022,07.01.2022,08.05.2022,40.18421454,44.52117644,"26B, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Eurowindows,Irondoor,Balcony,Attic,Tile,Laminateflooring,Heatedfloor,Sunny,Playground,Park",https://myrealty.am/en/house-for-rent/Sayat-Nova+Ave/Center/Yerevan/117745,0,,0,,,for rent,house,myrealty.am,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,2390.0,885,178,7,3,3,Monolit,3.0,Good,07.01.2022,12.04.2022,08.05.2022,40.18422786,44.52115497,"26B, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Eurowindows,Grating,Irondoor,Balcony,Attic,Tile,Laminateflooring,Heatedfloor,Sunny,Closetothebusstation,Garage,Playground,Park",https://myrealty.am/en/house-for-rent/Sayat-Nova+Ave/Center/Yerevan/117741,0,,0,,,for rent,house,bars.am,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"Yerevan, Center, Sayat-Nova Ave dead end",Yerevan, Center, Sayat-Nova Ave dead end,2400.0,667,250,6,2,3,Monolit,3.0,Good,07.01.2022,29.03.2022,08.05.2022,40.18421454,44.52118448,"26B, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Water,water24/7","Eurowindows,Irondoor,Balcony,Storageroom,Attic,Tile,Laminateflooring,Heatedfloor,Sunny,Closetothebusstation,Garage,Playground,Park",https://myrealty.am/en/house-for-rent/Sayat-Nova+Ave+dead+end/Center/Yerevan/117740,0,,0,,,for rent,house,myrealty.am,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
"Aragatsotn, Ashtarak, Ashtarak",Aragatsotn, Ashtarak, Ashtarak,3000.0,990,3000,7,2,5,Monolit,3.2,Newly repaired,24.12.2021,24.12.2021,08.05.2022,40.2258877,44.4501195,"6, Աշտարակի խճուղի, Աջափնյակ, Երևան, 2415, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Fence",https://myrealty.am/en/new-build-house-for-rent/Ashtarak/Ashtarak/Aragatsotn/117603,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Achapnyak, Melqumov St",Yerevan, Achapnyak, Melqumov St,182.0,1028,60,2,2,1,Monolit,2.8,Newly repaired,21.12.2021,21.12.2021,08.05.2022,40.215041,44.4708045,"26/2, Մելքումովի փողոց, Աջափնյակ, Երևան, 0097, Հայաստան","Internet,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Furniture,Tile,Sunny,Closetothebusstation,Parking,Garage,Playground,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-rent/Melqumov+St/Achapnyak/Yerevan/117514,0,,0,,,for rent,house,bars.am,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,2900.0,1187,310,7,2,4,Stone,3.0,Newly repaired,11.12.2021,11.12.2021,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/117176,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Lisinyan St",Yerevan, Center, Lisinyan St,400.0,1077,51,2,1,1,Stone,2.8,Newly repaired,03.12.2021,03.12.2021,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Sunny,Laminateflooring,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Lisinyan+St/Center/Yerevan/116986,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,2500.0,1379,400,4,3,4,Monolit,3.0,Newly repaired,23.11.2021,17.12.2021,08.05.2022,40.188981,44.4207098,"24, Հաղթանակ 10-րդ փողոց, Հաղթանակ, Մալաթիա-Սեբաստիա, Երևան, 0081, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Openbalcony,Basement,Tile,Parquet,Swimmingpool,Sunny,Parking,Garage,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/116650,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0
"Yerevan, Erebuni, Yerkatughayinner st",Yerevan, Erebuni, Yerkatughayinner st,914.0,1237,140,5,2,2,Stone,3.0,Newly repaired,20.11.2021,20.11.2021,08.05.2022,40.1872023,44.515209,"Ժյուլ Բաստիեն Լըպաժ, Մեսրոպ Մաշտոցի պողոտա, Կենտրոն, Երևան, 0009, Հայաստան","water24/7,Electricity,Centralheating,Air-conditioner,Hotwater,Gas,Heating,Water","Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Yerkatughayinner+st/Erebuni/Yerevan/116554,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,3000.0,1131,400,5,2,3,Stone,3.0,Newly repaired,16.11.2021,16.11.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Heating","Irondoor,Securitysystem,Sunny,Laminateflooring,Eurowindows,Basement",https://myrealty.am/en/new-build-house-for-rent/Vahakni+District/Vahagni+district/Yerevan/116305,0,,0,,,for rent,house,myrealty.am,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,3000.0,1119,400,5,2,3,Stone,2.8,Newly repaired,15.11.2021,15.11.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/new-build-house-for-rent/Vahakni+District/Vahagni+district/Yerevan/116299,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Praha St",Yerevan, Center, Praha St,2500.0,1315,300,7,4,3,Stone,3.0,Newly repaired,15.11.2021,15.11.2021,08.05.2022,40.1753009,44.4925373,"36, Պրագայի փողոց, Կիլիկիա, Կենտրոն, Երևան, 0082, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Praha+St/Center/Yerevan/116276,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Center, Aygestan 11 St",Yerevan, Center, Aygestan 11 St,1500.0,1127,500,7,2,3,Stone,3.0,Newly repaired,11.11.2021,11.11.2021,08.05.2022,40.1830547,44.5282329,"39/9, Միքայել Չայլախյան փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Swimmingpool,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Fence",https://myrealty.am/en/house-for-rent/Aygestan+11+St/Center/Yerevan/116164,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
"Yerevan, Qanaqer-Zeytun, Ghapantsian St",Yerevan, Qanaqer-Zeytun, Ghapantsian St,1500.0,913,1000,5,3,2,Stone,3.0,Newly repaired,11.11.2021,11.11.2021,08.05.2022,40.2193467,44.5249737,"5/6, Ղափանցյան փողոց, Արաբկիր, Երևան, 0021, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-rent/Ghapantsian+St/Qanaqer-Zeytun/Yerevan/116156,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Norq Marash, Armenak Armenakyan St",Yerevan, Norq Marash, Armenak Armenakyan St,1000.0,311,185,4,2,2,Stone,3.0,Newly repaired,01.11.2021,05.03.2022,08.05.2022,40.1861867,44.5309335,"28, Արմենակ Արմենակյան փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny",https://myrealty.am/en/house-for-rent/Armenak+Armenakyan+St/Norq+Marash/Yerevan/119898,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,3500.0,5555,1000,4,2,3,Stone,3.2,Newly repaired,02.04.2016,17.12.2019,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Tile,Parquet,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Park,Gate,Fence,Elevator,Sauna",https://myrealty.am/en/house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/19491,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1
"Yerevan, Arabkir, Barbyus St",Yerevan, Arabkir, Barbyus St,3500.0,5513,720,4,3,3,Stone,3.2,Newly repaired,29.03.2016,17.12.2019,08.05.2022,40.1960995,44.485478,"38, Բարբյուսի փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Swimmingpool,Sunny,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Barbyus+St/Arabkir/Yerevan/19262,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"Yerevan, Arabkir, Hr.Kochar St",Yerevan, Arabkir, Hr.Kochar St,8000.0,7963,500,4,3,3,Monolit,3.2,Newly repaired,28.03.2016,23.12.2019,08.05.2022,40.20341718,44.50738138,"1/5, Ռիգա փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Loggia,Openbalcony,Balcony,Attic,Tile,Parquet,Heatedfloor,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Hr.Kochar+St/Arabkir/Yerevan/19229,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"Yerevan, Davtashen, Mikoyan St",Yerevan, Davtashen, Mikoyan St,4000.0,6097,600,4,3,3,Stone,3.2,Newly repaired,28.03.2016,23.12.2019,08.05.2022,40.21036778,44.48988947,"Աջափնյակ, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Attic,Tile,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/Mikoyan+St/Davtashen/Yerevan/19218,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"Yerevan, Arabkir, Northern Ray",Yerevan, Arabkir, Northern Ray,8000.0,6771,800,4,3,3,Stone,3.2,Newly repaired,28.03.2016,23.12.2019,08.05.2022,40.199534,44.5163887,"2, Հյուսիսային ճառագայթ, Արաբկիր, Երևան, 0037, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Tile,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Northern+Ray/Arabkir/Yerevan/19190,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,6000.0,6493,650,4,3,3,Stone,3.2,Newly repaired,28.03.2016,17.12.2019,08.05.2022,40.2057999,44.5062259,"38, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Storageroom,Basement,Tile,Parquet,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Komitas+Ave/Arabkir/Yerevan/19189,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
"Yerevan, Achapnyak, Melqumov St",Yerevan, Achapnyak, Melqumov St,3500.0,9351,1600,4,3,3,Stone,3.2,Newly repaired,26.03.2016,17.12.2019,08.05.2022,40.21509934,44.47343406,"Դավթաշեն 1ին փողոց 1ին նրբանցք, Դավթաշեն գյուղ, Դավթաշեն, Երևան, 0048, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Attic,Tile,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Melqumov+St/Achapnyak/Yerevan/19170,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,5000.0,6012,1100,4,2,3,Stone,3.2,Newly repaired,24.03.2016,17.12.2019,08.05.2022,40.2158746,44.5565458,"141, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Tsarav+Aghbyur+St/Avan/Yerevan/19160,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,1600.0,6607,314,4,2,1,Stone,3.0,Newly repaired,24.03.2016,17.12.2019,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Storageroom,Tile,Parquet,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/19085,0,,0,,,for rent,house,bars.am,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
"Yerevan, Achapnyak, Melqumov St",Yerevan, Achapnyak, Melqumov St,2500.0,5269,1000,4,1,3,Stone,3.2,Newly repaired,23.03.2016,17.12.2019,08.05.2022,40.2149191,44.471181,"23/5, Մելքումովի փողոց, Աջափնյակ, Երևան, 0097, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Melqumov+St/Achapnyak/Yerevan/18926,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1
"Yerevan, Arabkir, Aygektsi St",Yerevan, Arabkir, Aygektsi St,1500.0,2541,400,6,3,3,Stone,3.2,Newly repaired,23.03.2016,22.04.2021,08.05.2022,40.2054905,44.4968766,"Այգեկցու փողոց, Արաբկիր, Երևան, 0012, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Swimmingpool,Fireplace,Closetothebusstation,View,Sunny,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Aygektsi+St/Arabkir/Yerevan/18924,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"Yerevan, Vahagni district, Vahakni District",Yerevan, Vahagni district, Vahakni District,4500.0,4551,1500,4,3,2,Stone,3.0,Newly repaired,14.03.2016,29.10.2019,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Gas,Heating","Swimmingpool,Irondoor,Garage,Park,View,Sunny,Tile,Eurowindows,Openbalcony",https://myrealty.am/en/new-build-house-for-rent/Vahakni+District/Vahagni+district/Yerevan/18479,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
"Yerevan, Arabkir, Komitas Ave",Yerevan, Arabkir, Komitas Ave,2700.0,3964,350,4,3,2,Other,3.2,Newly repaired,06.03.2016,23.12.2019,08.05.2022,40.2057999,44.5062259,"38, Կոմիտասի պողոտա, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Centralheating,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Eurowindows,Tile,Parquet,Sunny,View,Roadside,Garage,Irondoor",https://myrealty.am/en/house-for-rent/Komitas+Ave/Arabkir/Yerevan/18110,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
